Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
1949-50	TOR		Ted Kennedy	C	F	24	70	170	R	-	7	12	12	1925	12/12/25	"20 G, 24 A, 44 P"
1950-51	TOR	10	Ted Kennedy	C	F	25	70	170	R	-	8	12	12	1925	12/12/25	"18 G, 43 A, 61 P"
1951-52	TOR	10	Ted Kennedy	C	F	26	70	170	R	-	9	12	12	1925	12/12/25	"19 G, 33 A, 52 P"
1952-53	TOR	10	Ted Kennedy	C	F	27	70	170	R	-	10	12	12	1925	12/12/25	"14 G, 23 A, 37 P"
1953-54	TOR	10	Ted Kennedy	C	F	28	70	170	R	-	11	12	12	1925	12/12/25	"15 G, 23 A, 38 P"
1954-55	TOR	10	Ted Kennedy	C	F	29	70	170	R	-	12	12	12	1925	12/12/25	"10 G, 42 A, 52 P"
1956-57	TOR	9	Ted Kennedy	C	F	31	70	170	R	-	13	12	12	1925	12/12/25	"6 G, 16 A, 22 P"
2015-16	DET	56	Teemu Pulkkinen	LW	F	24	70	185	R	-	2	1	2	1992	1/2/92	"6 G, 6 A, 12 P"
2016-17	MIN	17	Teemu Pulkkinen	LW	F	25	70	185	R	-	3	1	2	1992	1/2/92	"1 G, 0 A, 1 P"
2016-17	ARZ	12	Teemu Pulkkinen	LW	F	25	70	185	R	-	3	1	2	1992	1/2/92	"1 G, 0 A, 1 P"
1965-66	BOS	14	Terry Crisp	C	F	22	70	180	L	-	0	5	28	1943	5/28/43	"0 G, 0 A, 0 P"
1967-68	STL	19	Terry Crisp	C	F	24	70	180	L	-	1	5	28	1943	5/28/43	"9 G, 20 A, 29 P"
1968-69	STL	12	Terry Crisp	C	F	25	70	180	L	-	2	5	28	1943	5/28/43	"6 G, 9 A, 15 P"
1969-70	STL	12	Terry Crisp	C	F	26	70	180	L	-	3	5	28	1943	5/28/43	"5 G, 6 A, 11 P"
1970-71	STL	12	Terry Crisp	C	F	27	70	180	L	-	4	5	28	1943	5/28/43	"5 G, 11 A, 16 P"
1971-72	STL	12	Terry Crisp	C	F	28	70	180	L	-	5	5	28	1943	5/28/43	"13 G, 18 A, 31 P"
1972-73	NYI	12	Terry Crisp	C	F	29	70	180	L	-	6	5	28	1943	5/28/43	"4 G, 16 A, 20 P"
1972-73	PHI	29	Terry Crisp	C	F	29	70	180	L	-	6	5	28	1943	5/28/43	"1 G, 5 A, 6 P"
1973-74	PHI	15	Terry Crisp	C	F	30	70	180	L	-	7	5	28	1943	5/28/43	"10 G, 21 A, 31 P"
1974-75	PHI	15	Terry Crisp	C	F	31	70	180	L	-	8	5	28	1943	5/28/43	"8 G, 19 A, 27 P"
1975-76	PHI	15	Terry Crisp	C	F	32	70	180	L	-	9	5	28	1943	5/28/43	"6 G, 9 A, 15 P"
1976-77	PHI	15	Terry Crisp	C	F	33	70	180	L	-	10	5	28	1943	5/28/43	"0 G, 0 A, 0 P"
1938-39	BOS		Terry Reardon	C	F	19	70	170	R	-	0	4	6	1919	4/6/19	"0 G, 0 A, 0 P"
1940-41	BOS		Terry Reardon	C/RW	F	21	70	170	R	-	1	4	6	1919	4/6/19	"6 G, 5 A, 11 P"
1941-42	MTL		Terry Reardon	C	F	22	70	170	R	-	2	4	6	1919	4/6/19	"17 G, 17 A, 34 P"
1942-43	MTL		Terry Reardon	C	F	23	70	170	R	-	3	4	6	1919	4/6/19	"6 G, 6 A, 12 P"
1945-46	BOS		Terry Reardon	RW	F	26	70	170	R	-	4	4	6	1919	4/6/19	"12 G, 11 A, 23 P"
1946-47	BOS		Terry Reardon	C	F	27	70	170	R	-	5	4	6	1919	4/6/19	"6 G, 14 A, 20 P"
1979-80	CHI	8	Terry Ruskowski	C	F	25	70	178	L	-	0	12	31	1954	12/31/54	"15 G, 55 A, 70 P"
1980-81	CHI	8	Terry Ruskowski	C	F	26	70	178	L	-	1	12	31	1954	12/31/54	"8 G, 51 A, 59 P"
1981-82	CHI	8	Terry Ruskowski	C	F	27	70	178	L	-	2	12	31	1954	12/31/54	"7 G, 30 A, 37 P"
1982-83	CHI	8	Terry Ruskowski	C	F	28	70	178	L	-	3	12	31	1954	12/31/54	"0 G, 2 A, 2 P"
1982-83	LAK	"8,10"	Terry Ruskowski	C	F	28	70	178	L	-	3	12	31	1954	12/31/54	"14 G, 30 A, 44 P"
1983-84	LAK	8	Terry Ruskowski	C	F	29	70	178	L	-	4	12	31	1954	12/31/54	"7 G, 25 A, 32 P"
1984-85	LAK	8	Terry Ruskowski	LW	F	30	70	178	L	-	5	12	31	1954	12/31/54	"16 G, 33 A, 49 P"
1985-86	PIT	8	Terry Ruskowski	LW	F	31	70	178	L	-	6	12	31	1954	12/31/54	"26 G, 37 A, 63 P"
1986-87	PIT	8	Terry Ruskowski	LW	F	32	70	178	L	-	7	12	31	1954	12/31/54	"14 G, 37 A, 51 P"
1987-88	MNS	8	Terry Ruskowski	LW	F	33	70	178	L	-	8	12	31	1954	12/31/54	"5 G, 12 A, 17 P"
1988-89	MNS	8	Terry Ruskowski	C	F	34	70	178	L	-	9	12	31	1954	12/31/54	"1 G, 1 A, 2 P"
1989-90	TOR	40	Tie Domi	RW	F	20	70	213	R	-	0	11	1	1969	11/1/69	"0 G, 0 A, 0 P"
1990-91	NYR	28	Tie Domi	RW	F	21	70	213	R	-	1	11	1	1969	11/1/69	"1 G, 0 A, 1 P"
1991-92	NYR	28	Tie Domi	RW	F	22	70	213	R	-	2	11	1	1969	11/1/69	"2 G, 4 A, 6 P"
1992-93	WPG	20	Tie Domi	RW	F	23	70	213	R	-	3	11	1	1969	11/1/69	"3 G, 10 A, 13 P"
1992-93	NYR	28	Tie Domi	RW	F	23	70	213	R	-	3	11	1	1969	11/1/69	"2 G, 0 A, 2 P"
1993-94	WPG	20	Tie Domi	RW	F	24	70	213	R	-	4	11	1	1969	11/1/69	"8 G, 11 A, 19 P"
1994-95	WPG	20	Tie Domi	RW	F	25	70	213	R	-	5	11	1	1969	11/1/69	"4 G, 4 A, 8 P"
1994-95	TOR	28	Tie Domi	RW	F	25	70	213	R	-	5	11	1	1969	11/1/69	"0 G, 1 A, 1 P"
1995-96	TOR	28	Tie Domi	RW	F	26	70	213	R	-	6	11	1	1969	11/1/69	"7 G, 6 A, 13 P"
1996-97	TOR	28	Tie Domi	RW	F	27	70	213	R	-	7	11	1	1969	11/1/69	"11 G, 17 A, 28 P"
1997-98	TOR	28	Tie Domi	RW	F	28	70	213	R	-	8	11	1	1969	11/1/69	"4 G, 10 A, 14 P"
1998-99	TOR	28	Tie Domi	RW	F	29	70	213	R	-	9	11	1	1969	11/1/69	"8 G, 14 A, 22 P"
1999-00	TOR	28	Tie Domi	RW	F	30	70	213	R	-	10	11	1	1969	11/1/69	"5 G, 9 A, 14 P"
2000-01	TOR	28	Tie Domi	RW	F	31	70	213	R	-	11	11	1	1969	11/1/69	"13 G, 7 A, 20 P"
2001-02	TOR	28	Tie Domi	RW	F	32	70	213	R	-	12	11	1	1969	11/1/69	"9 G, 10 A, 19 P"
2002-03	TOR	28	Tie Domi	RW	F	33	70	213	R	-	13	11	1	1969	11/1/69	"15 G, 14 A, 29 P"
2003-04	TOR	28	Tie Domi	RW	F	34	70	213	R	-	14	11	1	1969	11/1/69	"7 G, 13 A, 20 P"
2005-06	TOR	28	Tie Domi	RW	F	36	70	213	R	-	15	11	1	1969	11/1/69	"5 G, 11 A, 16 P"
1988-89	DET	31	Tim Cheveldae	G	G	20	70	195	-	L	0	2	15	1968	2/15/68	"0-2-0, 4.43 GAA"
1989-90	DET	32	Tim Cheveldae	G	G	21	70	195	-	L	1	2	15	1968	2/15/68	"10-9-8, 3.79 GAA"
1990-91	DET	32	Tim Cheveldae	G	G	22	70	195	-	L	2	2	15	1968	2/15/68	"30-26-5, 3.55 GAA"
1991-92	DET	32	Tim Cheveldae	G	G	23	70	195	-	L	3	2	15	1968	2/15/68	"38-23-9, 3.20 GAA"
1992-93	DET	32	Tim Cheveldae	G	G	24	70	195	-	L	4	2	15	1968	2/15/68	"34-24-7, 3.25 GAA"
1993-94	WPG	29	Tim Cheveldae	G	G	25	70	195	-	L	5	2	15	1968	2/15/68	"5-8-1, 3.96 GAA"
1993-94	DET	32	Tim Cheveldae	G	G	25	70	195	-	L	5	2	15	1968	2/15/68	"16-9-1, 3.47 GAA"
1994-95	WPG	29	Tim Cheveldae	G	G	26	70	195	-	L	6	2	15	1968	2/15/68	"8-16-3, 3.70 GAA"
1995-96	WPG	29	Tim Cheveldae	G	G	27	70	195	-	L	7	2	15	1968	2/15/68	"8-18-3, 3.93 GAA"
1996-97	BOS	31	Tim Cheveldae	G	G	28	70	195	-	L	8	2	15	1968	2/15/68	"0-1-0, 3.23 GAA"
1967-68	STL	14	Tim Ecclestone	RW	F	20	70	195	R	-	0	9	24	1947	9/24/47	"6 G, 8 A, 14 P"
1968-69	STL	14	Tim Ecclestone	LW	F	21	70	195	R	-	1	9	24	1947	9/24/47	"11 G, 23 A, 34 P"
1969-70	STL	14	Tim Ecclestone	RW	F	22	70	195	R	-	2	9	24	1947	9/24/47	"16 G, 21 A, 37 P"
1970-71	STL	14	Tim Ecclestone	LW	F	23	70	195	R	-	3	9	24	1947	9/24/47	"15 G, 24 A, 39 P"
1970-71	DET	17	Tim Ecclestone	LW	F	23	70	195	R	-	3	9	24	1947	9/24/47	"4 G, 10 A, 14 P"
1971-72	DET	17	Tim Ecclestone	RW	F	24	70	195	R	-	4	9	24	1947	9/24/47	"18 G, 35 A, 53 P"
1972-73	DET	17	Tim Ecclestone	RW	F	25	70	195	R	-	5	9	24	1947	9/24/47	"18 G, 30 A, 48 P"
1973-74	TOR	16	Tim Ecclestone	RW	F	26	70	195	R	-	6	9	24	1947	9/24/47	"9 G, 14 A, 23 P"
1973-74	DET	17	Tim Ecclestone	RW	F	26	70	195	R	-	6	9	24	1947	9/24/47	"0 G, 5 A, 5 P"
1974-75	ATF	14	Tim Ecclestone	RW	F	27	70	195	R	-	7	9	24	1947	9/24/47	"13 G, 21 A, 34 P"
1974-75	TOR	16	Tim Ecclestone	RW	F	27	70	195	R	-	7	9	24	1947	9/24/47	"1 G, 1 A, 2 P"
1975-76	ATF	14	Tim Ecclestone	RW	F	28	70	195	R	-	8	9	24	1947	9/24/47	"6 G, 21 A, 27 P"
1976-77	ATF	14	Tim Ecclestone	LW	F	29	70	195	R	-	9	9	24	1947	9/24/47	"9 G, 18 A, 27 P"
1977-78	ATF	14	Tim Ecclestone	RW	F	30	70	195	R	-	10	9	24	1947	9/24/47	"0 G, 2 A, 2 P"
1949-50	TOR		Tim Horton	D	D	20	70	180	R	-	0	1	12	1930	1/12/30	"0 G, 0 A, 0 P"
1951-52	TOR	16	Tim Horton	D	D	22	70	180	R	-	1	1	12	1930	1/12/30	"0 G, 0 A, 0 P"
1952-53	TOR	16	Tim Horton	D	D	23	70	180	R	-	2	1	12	1930	1/12/30	"2 G, 14 A, 16 P"
1953-54	TOR	7	Tim Horton	D	D	24	70	180	R	-	3	1	12	1930	1/12/30	"7 G, 24 A, 31 P"
1954-55	TOR	7	Tim Horton	D	D	25	70	180	R	-	4	1	12	1930	1/12/30	"5 G, 9 A, 14 P"
1955-56	TOR	7	Tim Horton	D	D	26	70	180	R	-	5	1	12	1930	1/12/30	"0 G, 5 A, 5 P"
1956-57	TOR	7	Tim Horton	D	D	27	70	180	R	-	6	1	12	1930	1/12/30	"6 G, 19 A, 25 P"
1957-58	TOR	7	Tim Horton	D	D	28	70	180	R	-	7	1	12	1930	1/12/30	"6 G, 20 A, 26 P"
1958-59	TOR	7	Tim Horton	D	D	29	70	180	R	-	8	1	12	1930	1/12/30	"5 G, 21 A, 26 P"
1959-60	TOR	7	Tim Horton	D	D	30	70	180	R	-	9	1	12	1930	1/12/30	"3 G, 29 A, 32 P"
1960-61	TOR	7	Tim Horton	D	D	31	70	180	R	-	10	1	12	1930	1/12/30	"6 G, 15 A, 21 P"
1961-62	TOR	7	Tim Horton	D	D	32	70	180	R	-	11	1	12	1930	1/12/30	"10 G, 28 A, 38 P"
1962-63	TOR	7	Tim Horton	D	D	33	70	180	R	-	12	1	12	1930	1/12/30	"6 G, 19 A, 25 P"
1963-64	TOR	7	Tim Horton	D	D	34	70	180	R	-	13	1	12	1930	1/12/30	"9 G, 20 A, 29 P"
1964-65	TOR	7	Tim Horton	D	D	35	70	180	R	-	14	1	12	1930	1/12/30	"12 G, 16 A, 28 P"
1965-66	TOR	7	Tim Horton	D	D	36	70	180	R	-	15	1	12	1930	1/12/30	"6 G, 22 A, 28 P"
1966-67	TOR	7	Tim Horton	D	D	37	70	180	R	-	16	1	12	1930	1/12/30	"8 G, 17 A, 25 P"
1967-68	TOR	7	Tim Horton	D	D	38	70	180	R	-	17	1	12	1930	1/12/30	"4 G, 23 A, 27 P"
1968-69	TOR	7	Tim Horton	D	D	39	70	180	R	-	18	1	12	1930	1/12/30	"11 G, 29 A, 40 P"
1969-70	NYR	3	Tim Horton	D	D	40	70	180	R	-	19	1	12	1930	1/12/30	"1 G, 5 A, 6 P"
1969-70	TOR	7	Tim Horton	D	D	40	70	180	R	-	19	1	12	1930	1/12/30	"3 G, 19 A, 22 P"
1970-71	NYR	3	Tim Horton	D	D	41	70	180	R	-	20	1	12	1930	1/12/30	"2 G, 18 A, 20 P"
1971-72	PIT	"3,24"	Tim Horton	D	D	42	70	180	R	-	21	1	12	1930	1/12/30	"2 G, 9 A, 11 P"
1972-73	BUF	2	Tim Horton	D	D	43	70	180	R	-	22	1	12	1930	1/12/30	"1 G, 16 A, 17 P"
1973-74	BUF	2	Tim Horton	D	D	44	70	180	R	-	23	1	12	1930	1/12/30	"0 G, 6 A, 6 P"
1975-76	CGS	23	Tim Jacobs	D	D	23	70	180	L	-	0	3	28	1952	3/28/52	"0 G, 10 A, 10 P"
2001-02	ANA	29	Timo Parssinen	LW	F	25	70	185	L	-	0	1	19	1977	1/19/77	"0 G, 3 A, 3 P"
1928-29	BOS		Tiny Thompson	G	G	25	70	160	-	L	0	5	31	1903	5/31/03	26-13-5 1.15 GAA
1929-30	BOS		Tiny Thompson	G	G	26	70	160	-	L	1	5	31	1903	5/31/03	38-5-1 2.19 GAA
1930-31	BOS		Tiny Thompson	G	G	27	70	160	-	L	2	5	31	1903	5/31/03	28-10-6 1.98 GAA
1931-32	BOS		Tiny Thompson	G	G	28	70	160	-	L	3	5	31	1903	5/31/03	13-19-11 2.29 GAA
1932-33	BOS		Tiny Thompson	G	G	29	70	160	-	L	4	5	31	1903	5/31/03	25-15-8 1.76 GAA
1933-34	BOS		Tiny Thompson	G	G	30	70	160	-	L	5	5	31	1903	5/31/03	"18-25-5, 2.62 GAA"
1934-35	BOS		Tiny Thompson	G	G	31	70	160	-	L	6	5	31	1903	5/31/03	"26-16-6, 2.26 GAA"
1935-36	BOS		Tiny Thompson	G	G	32	70	160	-	L	7	5	31	1903	5/31/03	"22-20-6, 1.68 GAA"
1936-37	BOS		Tiny Thompson	G	G	33	70	160	-	L	8	5	31	1903	5/31/03	"23-18-7, 2.22 GAA"
1937-38	BOS		Tiny Thompson	G	G	34	70	160	-	L	9	5	31	1903	5/31/03	"30-11-7, 1.80 GAA"
1938-39	BOS		Tiny Thompson	G	G	35	70	160	-	L	10	5	31	1903	5/31/03	"3-1-1, 1.55 GAA"
1938-39	DET		Tiny Thompson	G	G	35	70	160	-	L	10	5	31	1903	5/31/03	"16-17-6, 2.53 GAA"
1939-40	DET		Tiny Thompson	G	G	36	70	160	-	L	11	5	31	1903	5/31/03	"16-24-6, 2.54 GAA"
2007-08	ATL	39	Toby Enstrom	D	D	23	70	180	L	-	0	11	5	1984	11/5/84	"5 G, 33 A, 38 P"
2008-09	ATL	39	Toby Enstrom	D	D	24	70	180	L	-	1	11	5	1984	11/5/84	"5 G, 27 A, 32 P"
2009-10	ATL	39	Toby Enstrom	D	D	25	70	180	L	-	2	11	5	1984	11/5/84	"6 G, 44 A, 50 P"
2010-11	ATL	39	Toby Enstrom	D	D	26	70	180	L	-	3	11	5	1984	11/5/84	"10 G, 41 A, 51 P"
2011-12	WPG	39	Toby Enstrom	D	D	27	70	180	L	-	4	11	5	1984	11/5/84	"6 G, 27 A, 33 P"
2012-13	WPG	39	Toby Enstrom	D	D	28	70	180	L	-	5	11	5	1984	11/5/84	"4 G, 11 A, 15 P"
2013-14	WPG	39	Toby Enstrom	D	D	29	70	180	L	-	6	11	5	1984	11/5/84	"10 G, 20 A, 30 P"
2014-15	WPG	39	Toby Enstrom	D	D	30	70	180	L	-	7	11	5	1984	11/5/84	"3 G, 12 A, 15 P"
2015-16	WPG	39	Toby Enstrom	D	D	31	70	180	L	-	8	11	5	1984	11/5/84	"2 G, 14 A, 16 P"
2016-17	WPG	39	Toby Enstrom	D	D	32	70	180	L	-	9	11	5	1984	11/5/84	"1 G, 13 A, 14 P"
2017-18	WPG	39	Toby Enstrom	D	D	33	70	180		-	10	11	5	1984	11/5/84	"0 G, 3 A, 3 P"
2000-01	PIT	17	Toby Petersen	C	F	22	70	198	L	-	0	10	27	1978	10/27/78	"2 G, 6 A, 8 P"
2001-02	PIT	17	Toby Petersen	RW	F	23	70	198	L	-	1	10	27	1978	10/27/78	"8 G, 10 A, 18 P"
2006-07	EDM	"20,45"	Toby Petersen	C	F	28	70	198	L	-	2	10	27	1978	10/27/78	"6 G, 9 A, 15 P"
2007-08	DAL	17	Toby Petersen	C	F	29	70	198	L	-	3	10	27	1978	10/27/78	"0 G, 3 A, 3 P"
2008-09	DAL	17	Toby Petersen	C	F	30	70	198	L	-	4	10	27	1978	10/27/78	"4 G, 7 A, 11 P"
2009-10	DAL	17	Toby Petersen	C	F	31	70	198	L	-	5	10	27	1978	10/27/78	"9 G, 6 A, 15 P"
2010-11	DAL	17	Toby Petersen	C	F	32	70	198	L	-	6	10	27	1978	10/27/78	"2 G, 4 A, 6 P"
2011-12	DAL	17	Toby Petersen	C	F	33	70	198	L	-	7	10	27	1978	10/27/78	"2 G, 3 A, 5 P"
2012-13	DAL	17	Toby Petersen	C	F	34	70	198	L	-	8	10	27	1978	10/27/78	"0 G, 0 A, 0 P"
1947-48	TOR		Tod Sloan	RW	F	20	70	152	R	-	0	11	30	1927	11/30/27	"0 G, 0 A, 0 P"
1948-49	TOR		Tod Sloan	C	F	21	70	152	R	-	1	11	30	1927	11/30/27	"3 G, 4 A, 7 P"
1950-51	TOR	11	Tod Sloan	RW	F	23	70	152	R	-	2	11	30	1927	11/30/27	"31 G, 25 A, 56 P"
1951-52	TOR	11	Tod Sloan	RW	F	24	70	152	R	-	3	11	30	1927	11/30/27	"25 G, 23 A, 48 P"
1952-53	TOR	11	Tod Sloan	RW	F	25	70	152	R	-	4	11	30	1927	11/30/27	"15 G, 10 A, 25 P"
1953-54	TOR	11	Tod Sloan	C	F	26	70	152	R	-	5	11	30	1927	11/30/27	"11 G, 32 A, 43 P"
1954-55	TOR	11	Tod Sloan	C	F	27	70	152	R	-	6	11	30	1927	11/30/27	"13 G, 15 A, 28 P"
1955-56	TOR	11	Tod Sloan	C	F	28	70	152	R	-	7	11	30	1927	11/30/27	"37 G, 29 A, 66 P"
1956-57	TOR	11	Tod Sloan	C	F	29	70	152	R	-	8	11	30	1927	11/30/27	"14 G, 21 A, 35 P"
1957-58	TOR	11	Tod Sloan	C	F	30	70	152	R	-	9	11	30	1927	11/30/27	"13 G, 25 A, 38 P"
1958-59	CHI	9	Tod Sloan	C	F	31	70	152	R	-	10	11	30	1927	11/30/27	"27 G, 35 A, 62 P"
1959-60	CHI	9	Tod Sloan	C	F	32	70	152	R	-	11	11	30	1927	11/30/27	"20 G, 20 A, 40 P"
1960-61	CHI	9	Tod Sloan	C	F	33	70	152	R	-	12	11	30	1927	11/30/27	"11 G, 23 A, 34 P"
1993-94	EDM	36	Todd Marchant	C	F	20	70	179	L	-	0	8	12	1973	8/12/73	"0 G, 1 A, 1 P"
1993-94	NYR	39	Todd Marchant	C	F	20	70	179	L	-	0	8	12	1973	8/12/73	"0 G, 0 A, 0 P"
1994-95	EDM	26	Todd Marchant	C	F	21	70	179	L	-	1	8	12	1973	8/12/73	"13 G, 14 A, 27 P"
1995-96	EDM	26	Todd Marchant	C	F	22	70	179	L	-	2	8	12	1973	8/12/73	"19 G, 19 A, 38 P"
1996-97	EDM	26	Todd Marchant	LW	F	23	70	179	L	-	3	8	12	1973	8/12/73	"14 G, 19 A, 33 P"
1997-98	EDM	26	Todd Marchant	LW	F	24	70	179	L	-	4	8	12	1973	8/12/73	"14 G, 21 A, 35 P"
1998-99	EDM	26	Todd Marchant	C	F	25	70	179	L	-	5	8	12	1973	8/12/73	"14 G, 22 A, 36 P"
1999-00	EDM	26	Todd Marchant	C	F	26	70	179	L	-	6	8	12	1973	8/12/73	"17 G, 23 A, 40 P"
2000-01	EDM	26	Todd Marchant	C	F	27	70	179	L	-	7	8	12	1973	8/12/73	"13 G, 26 A, 39 P"
2001-02	EDM	26	Todd Marchant	C	F	28	70	179	L	-	8	8	12	1973	8/12/73	"12 G, 22 A, 34 P"
2002-03	EDM	26	Todd Marchant	C	F	29	70	179	L	-	9	8	12	1973	8/12/73	"20 G, 40 A, 60 P"
2003-04	CBJ	26	Todd Marchant	C	F	30	70	179	L	-	10	8	12	1973	8/12/73	"9 G, 25 A, 34 P"
2005-06	ANA	22	Todd Marchant	C	F	32	70	179	L	-	11	8	12	1973	8/12/73	"6 G, 19 A, 25 P"
2005-06	CBJ	26	Todd Marchant	C	F	32	70	179	L	-	11	8	12	1973	8/12/73	"3 G, 6 A, 9 P"
2006-07	ANA	22	Todd Marchant	C	F	33	70	179	L	-	12	8	12	1973	8/12/73	"8 G, 15 A, 23 P"
2007-08	ANA	22	Todd Marchant	C	F	34	70	179	L	-	13	8	12	1973	8/12/73	"9 G, 7 A, 16 P"
2008-09	ANA	22	Todd Marchant	C	F	35	70	179	L	-	14	8	12	1973	8/12/73	"5 G, 13 A, 18 P"
2009-10	ANA	22	Todd Marchant	C	F	36	70	179	L	-	15	8	12	1973	8/12/73	"9 G, 13 A, 22 P"
2010-11	ANA	22	Todd Marchant	C	F	37	70	179	L	-	16	8	12	1973	8/12/73	"1 G, 7 A, 8 P"
1993-94	BUF	17	Todd Simon	C	F	21	70	188	R	-	0	4	21	1972	4/21/72	"0 G, 1 A, 1 P"
1997-98	CHI	26	Todd White	C	F	22	70	198	L	-	0	5	21	1975	5/21/75	"1 G, 0 A, 1 P"
1998-99	CHI	26	Todd White	C	F	23	70	198	L	-	1	5	21	1975	5/21/75	"5 G, 8 A, 13 P"
1999-00	CHI	26	Todd White	C	F	24	70	198	L	-	2	5	21	1975	5/21/75	"0 G, 0 A, 0 P"
1999-00	PHI	"15,23"	Todd White	C	F	24	70	198	L	-	2	5	21	1975	5/21/75	"1 G, 0 A, 1 P"
2000-01	OTT	28	Todd White	C	F	25	70	198	L	-	3	5	21	1975	5/21/75	"4 G, 1 A, 5 P"
2001-02	OTT	28	Todd White	C	F	26	70	198	L	-	4	5	21	1975	5/21/75	"20 G, 30 A, 50 P"
2002-03	OTT	28	Todd White	C	F	27	70	198	L	-	5	5	21	1975	5/21/75	"25 G, 35 A, 60 P"
2003-04	OTT	28	Todd White	C	F	28	70	198	L	-	6	5	21	1975	5/21/75	"9 G, 20 A, 29 P"
2005-06	MIN	28	Todd White	C	F	30	70	198	L	-	7	5	21	1975	5/21/75	"19 G, 21 A, 40 P"
2006-07	MIN	28	Todd White	C	F	31	70	198	L	-	8	5	21	1975	5/21/75	"13 G, 31 A, 44 P"
2007-08	ATL	12	Todd White	C	F	32	70	198	L	-	9	5	21	1975	5/21/75	"14 G, 23 A, 37 P"
2008-09	ATL	12	Todd White	C	F	33	70	198	L	-	10	5	21	1975	5/21/75	"22 G, 51 A, 73 P"
2009-10	ATL	12	Todd White	C	F	34	70	198	L	-	11	5	21	1975	5/21/75	"7 G, 19 A, 26 P"
2010-11	NYR	12	Todd White	C	F	35	70	198	L	-	12	5	21	1975	5/21/75	"1 G, 1 A, 2 P"
1934-35	MTM		Toe Blake	LW	F	22	70	165	L	-	0	8	21	1912	8/21/12	0 G 0 A 0 P
1935-36	MTL	18	Toe Blake	LW	F	23	70	165	L	-	1	8	21	1912	8/21/12	"1 G, 2 A, 3 P"
1936-37	MTL	16	Toe Blake	LW	F	24	70	165	L	-	2	8	21	1912	8/21/12	"10 G, 12 A, 22 P"
1937-38	MTL	6	Toe Blake	LW	F	25	70	165	L	-	3	8	21	1912	8/21/12	"17 G, 16 A, 33 P"
1938-39	MTL	6	Toe Blake	LW	F	26	70	165	L	-	4	8	21	1912	8/21/12	"24 G, 23 A, 47 P"
1939-40	MTL	6	Toe Blake	LW	F	27	70	165	L	-	5	8	21	1912	8/21/12	"17 G, 19 A, 36 P"
1940-41	MTL	6	Toe Blake	LW	F	28	70	165	L	-	6	8	21	1912	8/21/12	"12 G, 20 A, 32 P"
1941-42	MTL	6	Toe Blake	LW	F	29	70	165	L	-	7	8	21	1912	8/21/12	"17 G, 28 A, 45 P"
1942-43	MTL	6	Toe Blake	LW	F	30	70	165	L	-	8	8	21	1912	8/21/12	"23 G, 36 A, 59 P"
1943-44	MTL	6	Toe Blake	LW	F	31	70	165	L	-	9	8	21	1912	8/21/12	"26 G, 33 A, 59 P"
1944-45	MTL	6	Toe Blake	LW	F	32	70	165	L	-	10	8	21	1912	8/21/12	"29 G, 38 A, 67 P"
1945-46	MTL	6	Toe Blake	LW	F	33	70	165	L	-	11	8	21	1912	8/21/12	"29 G, 21 A, 50 P"
1946-47	MTL	6	Toe Blake	LW	F	34	70	165	L	-	12	8	21	1912	8/21/12	"21 G, 29 A, 50 P"
1947-48	MTL	6	Toe Blake	LW	F	35	70	165	L	-	13	8	21	1912	8/21/12	"9 G, 15 A, 24 P"
1934-35	DET		Tom Anderson	LW	F	24	70	180	L	-	0	7	9	1910	7/9/10	"5 G, 2 A, 7 P"
1935-36	NYA		Tom Anderson	LW	F	25	70	180	L	-	1	7	9	1910	7/9/10	3 G 2 A 5 P
1936-37	NYA		Tom Anderson	LW	F	26	70	180	L	-	2	7	9	1910	7/9/10	10 G 15 A 25 P
1937-38	NYA		Tom Anderson	LW	F	27	70	180	L	-	3	7	9	1910	7/9/10	4 G 21 A 25 P
1938-39	NYA		Tom Anderson	LW	F	28	70	180	L	-	4	7	9	1910	7/9/10	13 G 27 A 40 P
1939-40	NYA		Tom Anderson	D	D	29	70	180	L	-	5	7	9	1910	7/9/10	12 G 19 A 31 P
1940-41	NYA		Tom Anderson	D	D	30	70	180	L	-	6	7	9	1910	7/9/10	3 G 12 A 15 P
1941-42	BRO		Tom Anderson	D	D	31	70	180	L	-	7	7	9	1910	7/9/10	12 G 29 A 41 P
2002-03	STL	6	Tom Koivisto	D	D	28	70	194	R	-	0	6	4	1974	6/4/74	"2 G, 4 A, 6 P"
1943-44	TOR		Tom O'Neill	RW	F	20	70	155	R	-	0	9	28	1923	9/28/23	"8 G, 7 A, 15 P"
1944-45	TOR		Tom O'Neill	RW	F	21	70	155	R	-	1	9	28	1923	9/28/23	"2 G, 5 A, 7 P"
1983-84	PIT	8	Tom O'Regan	C	F	22	70	180	L	-	0	12	29	1961	12/29/61	"4 G, 10 A, 14 P"
1984-85	PIT	8	Tom O'Regan	C	F	23	70	180	L	-	1	12	29	1961	12/29/61	"0 G, 0 A, 0 P"
1985-86	PIT	12	Tom O'Regan	C	F	24	70	180	L	-	2	12	29	1961	12/29/61	"1 G, 2 A, 3 P"
1967-68	OAK	3	Tom Thurlby	D	D	29	70	175	L	-	0	11	9	1938	11/9/38	"1 G, 1 A, 2 P"
